"Sr No","Blood Bank Name",State,District,City,Address,Pincode,"Contact No",Mobile,Helpline,Fax,Email,Website
2338,"Government District Head Quarter Hospital Nalgonda",Telangana,NALGONDA,Gollaguda,"Blood Bank, District Head Quarters Hospital Premises, 1st Floor, Old Building, Nalgonda",508001,N/A,9441367822,N/A,N/A,nlgbloodbank@gmail.com,
2339,"Jyothi Hospital Blood Bank",Telangana,NALGONDA,Miryalaguda," Blood Bank, Ground Floor, Near Hanuman Temple, Church Road, Miryalaguda, Nalgonda",0,,9010683832,,,,
2340,"Indian Red Cross Society",Telangana,NALGONDA,Nalgonda," Blood Bank, D.No. 5-6-300, Red cross Bhavan, Near RTC Bus Stand, Nalgonda",508001,N/A,9849193555,N/A,N/A," chairmanircsnlg@yahoo.in, ",
2341,"Kamineni Institute of Medical Sciences Hospital ",Telangana,NALGONDA,Narketpally,"Blood Bank, Ground Floor, Sreepuram, Narketpally, Nalgonda",0,,9347319168,,,,
2342,"Lions Club Blood Bank",Telangana,NALGONDA,Suryapet,"Govt Area Hospital, Main Road , Suryapet - Nalgonda Dist  08684-224699",508213,"08684 224699",9912262939,N/A,N/A," bloodbankrchsrpt@gmail.com",
2343,"Indian Red Cross Society ,RCH-II",Telangana,NALGONDA,Suryapet,"Blood Bank, RCH-II, TVVP Area Hospital, 1st Floor, Suryapet, dist:Suryapet.",508213,8684224699,9848956022,NA,NA,bloodbankrchsrpt@gmail.com,
2344,"Sai Prasad Orthopedic Hospital",Telangana,NALGONDA,Suryapet,"Blood Bank, H.No.1-2-270/45/3, Opposite Vijetha Hotel, Suryapet, Nalgonda",508213,"08684 223223",0,"08684 222566",NA,sirigiri_sateesh@yahoo.co.in,
2345,"Indian Red Cross Society",Telangana,NIZAMABAD,Kamareddy,"Blood Bank, Area Hospital, Kamareddy, Nizamabad",503111,"08468 221096",0,N/A,N/A,kdreddy25380@yahoo.com,
2346,"V.T.Thakur Memorial Rotary",Telangana,NIZAMABAD,Kamareddy,"Blood Bank, H.No.1-4-31/1, Godown Road, Bathukammakunta, Kamareddy, Nizamabad",503111,"08468 222222",0,NA,NA,lionvtrajkumarpnjf@hotmail.com,
2347,"The Government District Headquarters Hospital ",Telangana,NIZAMABAD,Khaleelwadi,"Blood Bank, 7th  Floor, Khaleelwadi, R.P. Road, Nizamabad",503001,"08462 251251",9951649780,8462251251,NA,govtbbnzb@gmail.com,
2348,"Indian Red Cross Society",Telangana,NIZAMABAD,Khaleelwadi,"Blood Bank, M.R.O. Office, Complex, Khaleelwadi, Nizamabad",503001,"08462 222002",9246931749,8462222002,N/A,ircsbloodbank.nzb@gmail.com,
2349,"Perali Narasaiah Memorial Charitable Trust ",Telangana,NIZAMABAD,Khaleelwadi,"Blood Bank, H.No.5-7-71, Khaleelwadi, Nizamabad",503001,"08462 220141",0,NA,NA,pnmctbbnzb123@outlook.in,
2350,"S.B.Voluntary Blood Bank",Telangana,NIZAMABAD,Khaleelwadi," H.No.5-6-812, 3rd Floor, Amrutha Laxmi Hospital, Opposite Rajiv Gandhi Auditorium, Khaleelwadi, Nizamabad",503001,"08462 646430",0,NA,NA,shakeelsb98@gmail.com,
2351,"M.M.Voluntary Blood Bank",Telangana,RANGAREDDY,Hyderabad,"4-194, Ferozguda, Balanagar, Hyderabad",0,"040 23774469",0,,,,
2352,"BBR Multispeciality Hospital Blood Bank",Telangana,RANGAREDDY,Hyderabad,"H. No.: 7-4-194, Ferozguda, Near Bank of India, Balanagar, Hyderabad",500001,"040 23773333, 040 23778800",9849022849,"040 23773333","040 23770000",bbrbloodbank@gmail.com,
2353,"Janani Voluntary Blood Bank",Telangana,RANGAREDDY,Hyderabad,"D.No.125-28-11/1, GPR Complex, KPHB Colony, Kukatpally, Hyderabad",500085,"040 23150496",0,NA,NA,cnagareddy31@gmail.com,http://www.jananivoluntary.org
2354,"Life Voluntary Blood Bank",Telangana,RANGAREDDY,Hyderabad,"MIG-323,Above Syndicate Bank,Road no-4, Remedy hospital lane,  First Floor, KPHB Colony, Phase-I, Kukatpally, Ranga Reddy. ",500072,"040 23059222, 040 23159222",7702292227,NA,NA,lifevoluntarybloodbank@gmail.com,
2355,"Ozone Institute of Medical Sciences Hospital Blood Bank",Telangana,RANGAREDDY,Hyderabad,"H. No.: 11-13-201/33, Plot No. 23, 25 & 26. Road No. 4, Green Hills Colony, L. B. Nagar, Hyderabad",500074,"040 30108109, 040 64556533",0,NA,NA,ozonehospitalsbloodbank@gmail.com,
2356,"Rajyalakshmi Charitable Trust Blood Bank (A Unit of Rajyalakshmi Charitable Trust)",Telangana,RANGAREDDY,Hyderabad,"1st Floor, D.No.18-77/78, Street No.3, Kamala Nagar, Chaitanyapuri, Dilsukhnagar, Hyderabad",500060,"040 64597760",9290123728,NA,NA,NA,
2357,"Kamineni Hospitals Private Limited Blood Bank",Telangana,RANGAREDDY,Hyderabad,"Sy.No. 68, L.B.Nagar, Hyderabad",0,,9491061343,,,,
2358,"Continental Hospital Blood Bank",Telangana,RANGAREDDY,Hyderabad,"Plot No. 3, Road No. 2, IT & Financial district, Nanakramguda, Hyderabad",500035,"040 67000000, Extn: 1105",9963445607,NA,"040 67225299",bloodbank@continentalhospitals.com,http://www.continentalhospitals.com
2359,"Asian Blood Bank of Asian Health Foundation",Telangana,RANGAREDDY,Hyderabad,"Plot No.2, 2nd floor, Shanthi Surabhi Complex, Dr.A.S.Rao Nagar X roads,  Hyderabad",500062,NA,9866192213,NA,NA,asian_bloodbank@yahoo.com,
2360,"ADRM Hospital and Blood Bank",Telangana,RANGAREDDY,Hyderabad,"4th Floor, D.No. 9-2, Plot No. 3, Ramanthapur, Hyderabad",500013,"040 27035588",9392441976,NA,NA,adrm.h.bloodbank@gmail.com,
2361,"Narayana Hrudayalaya Mallareddy Hospital Blood Bank",Telangana,RANGAREDDY,Hyderabad," # 1-1-216, Suraram &#39;X&#39; Road, Qutbullapur Mandal, Jeedimetla, Hyderabad",500055,"040 23783106, 040  23783000 Extn: 3106",0,NA,NA,mallareddyhospital@gmail.com,
2362,"Ram Hospital Blood Bank",Telangana,RANGAREDDY,Hyderabad,"2nd Floor,Ram Hospital, D.No.57/A, Shapur Nagar, IDA., Jeedimetla, Hyderabad",500055,"040 23095757.9703730554",0,NA,NA,ramhospitalbloodbank@gmail.com,
2363,"Malla Reddy Medical College and Malla Reddy General Hospital Blood Bank",Telangana,RANGAREDDY,"Quthbullapur ","Survey No.138, Suraram Main Roads, Quthbullapur Mandal",500055,"040 23783000 Extn: 3106",0,"040 23783106",NA,mallareddyhospital@gmail.com,
2364,"Shadan Institute of Medical Sciences Teaching Hospital & Research Centre Blood Bank",Telangana,RANGAREDDY,"Rajendra Nagar Mandal","Peerancheru, Himayath Sagar Road, Rajendra Nagar Mandal",0,040-20021037,0,,,,
2365,"Aware Global Hospital Blood Bank",Telangana,RANGAREDDY,"Ranga Reddy","Ground Floor(North Block), Room No. 702 to 710, D.No.08-16-01, Sowbhagya Nagar, Sagar Road, Saroor Nagar",0,"040 24111111 Extn: 787",0,,,,
2366,"Medicity Institute of Medical Sciences Blood Bank",Telangana,RANGAREDDY,"Ranga Reddy","Hospital Building, Ground Floor, Ghanapur(V), Medchal Mandal",501401,"08418 256256 Extn: 238",9700558486,,,bloodbank@mims.edu.in,
2367,"Usha Mullapudi Cardiac Centre",Telangana,RANGAREDDY,"Ranga Reddy","Gajularamaramb (v), Quthbullapur Municipality",500,"040 23090609 Ext: 221 & 224",0,,,,
2368,"Bhaskar Medical College and General Hospital Blood Bank",Telangana,RANGAREDDY,"Ranga Reddy","Sy. No.220, 221/2 & 228, Yenkapally Village, Moinabad Mandal",0,"08413 235446 Extn: 214",0,,,,
2369,"Dr. V. R. K. Womens college and general Hospital Blood Bank",Telangana,RANGAREDDY,"Ranga Reddy","Sy.No.176/38, Aziznagar(v), Moinabad Mandal",0,"08413 235074",0,,,,
2370,"SLMS Hospital Blood Bank",Telangana,RANGAREDDY,"Ranga Reddy","Nagole &#39;x&#39; Roads, Ranga Reddy",500035,"040 64579998",886983983,NA,NA,kisarikiran@gmail.com,
2371,"Ayaan Institute of Medical Sciences (AIMS)",Telangana,RANGAREDDY,"Ranga Reddy","Teaching Hospital & Research Centre, Kanakammadi Village, Moinabad Mandal",0,,9849651516,,,,
2372,"Citizens Hospital Blood Bank",Telangana,RANGAREDDY,Serilingampally,"D.No.1-100/1/CCH, Nallagandla Village, Serilingampally Mandal",500019,"040 67191919, 040-67192580 Extn: 2581/2582, ",8008411400,"040 67191919","040 67191911",info@citizenshospitals.com,http://www.citizenshospitals.com
2373,"Indian Red Cross Society Blood Bank",Telangana,RANGAREDDY,Vikarabad,"Govt. Community Health Centre, Vikarabad, Ranga Reddy",501101,"08416 252227",9963633631,N/A,N/A,secretaryircsrrdist@gmail.com,
2374,"Indian Red Cross Society, Blood Bank",Telangana,WARANGAL,Hanumakonda,"Opp: Dist. Collectorate, Subedari,Hanamkonda.",506001,"0870 2456765",9985360368,N/A,N/A,wglircs@gmail.com,
2375,"Indian Red Cross Society Blood Bank RCH-II ( Jangaon)",Telangana,WARANGAL,Janagoan,"Sub Divisional Branch, 1st Floor, Area Hospital Premises, Janagaon, Warangal",506167,,9440026445,N/A,N/A,ircsjangaon@gmail.com,
2376,"Government Mahatma Gandhi Memorial Hospital Blood Bank",Telangana,WARANGAL,Warangal,"MGM  Hospital Blood Bank, 1st Floor, O.P.Block, MGM. Hospital, Warangal",506001,NA,9490611947,N/A,"0870 2446869",mgmhbloodbank@gmail.com,
2377,"Warangal Institute of Medical Sciences Blood Bank",Telangana,WARANGAL,Warangal,"D.No 7/45/7, Thimmapur, Hunter Road, Warangal",0,,8885566247,,,,
2378,"Saint Anns Hospital Blood Bank",Telangana,WARANGAL,Warangal,"FATHIMANAGAR NIT (POST) WARANGAL DT. TELANGANA STATE 
",506004,NA,9866309453,NA,NA,stannshospitalwarangal@yahoo.co.in,
2379,"Singareni Collieries Company Limited Area Hospital Blood Bank",Telangana,WARANGAL,"Warangal ","Bhupalpalli, Warangal ",506169,"08713 248104",0,NA,NA,med_bhp@scclmines.com,
2380,"Mother Voluntary Blood Bank",Telangana,WARANGAL,Warangal,"MAS (Multipurpose Amicable Social Services Society), D.No.11-26-231, 1st Floor, Opp: MGM Hospital, Warangal",506007,NA,7386698009,NA,NA,motherbloodbank@gmail.com,
2381,"Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society)",Telangana,WARANGAL,Warangal,"Telengana Bhavan, Opposite Alankar Main Road, Hanumakonda, Warangal",506011,0870-2448243,0,NA,NA,mohanraot6@gmail.com,
2382,"Bimal Singha Memorial Hospital Blood Bank",Tripura,Dhalai,Kamalpur,"Bimal Singha Memorial Hospital Kamalpur,  DhalaiTripura
",799285,"03826 262232",9436372951,N/A,"03826 262222",N/A,
2383,"District Hospital Gomati Blood Bank",Tripura,Gomati,Udaipur,"District Hospital,Near Tepania Eco Park, Udaipur Gomati, ",799114,N/A,9436131338,N/A,"03821 222410",bloodbankdhg@gmail.com,
2384,"District Hospital  Blood Bank Dharmanagar",Tripura,"North Tripura",Dharmanagar,"District Hospital North Tripura, Hospital Road",799250,"0382 2231621",9862525411,N/A,N/A,bloodbankdnrdis@gmail.com,
2385,"R.G.M Hospital Blood Bank Unakoti ",Tripura,Unakoti,Kailashahar,"District Hospital Unakoti, Kailashahar, Unakoti, Opp to District Jail",799277,"0382 4222221",9436372951,N/A,"3824 222221",N/A,
2386,"Indira Gandhi Memorial Hospital Blood Bank",Tripura,"West Tripura",Agartala,"Indira Gandhi Memorial (I.G.M) Hospital, Akhaura Road, Agartala, Tripura West.",799001,"0381 2325736, 0381 2326614, 0381 2315875",9436188760,N/A,"0381 2325736",igmtripurabloodbank@gmail.com,
2387,"Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank",Tripura,"West Tripura",Agartala,"Tripura Medical College, Hapania, Agartala, West Tripura.",799014,"0381 2374144",9862348264,N/A,N/A,,http://www.tmc.nic.in/
2388,"ILS Hospital Blood Bank",Tripura,"West Tripura",Agartala,"Capital Complex Extension, P.O. New Secretariat, Kunjaban, Agartala, Tripura.

",799006,"0381 2415000",8974050418,N/A,N/A,bloodbank.ils.agartala@gptgroup.co.in,
2389,"Agartala Govt. Medical College GBP Hospital Blood Bank",Tripura,"West Tripura",Agartala,"Agartala Government Medical College and G.B. Hospital Complex, P.O.- Kunjaban, Agartala, Tripura",799006,"0381 2355069",0,N/A,"0381 2357004, 0381 2353112",agmcbloodbank@gmail.com,
2390,"Military Hospital","Uttar Pradesh",AGRA,Agra,"Idgah Colony, Agra, Uttar Pradesh 282001",282001,"0562 2452712",0,N/A,N/A,,
2391,"Samarpan Blood Bank","Uttar Pradesh",AGRA,Agra,"Samarpan Bhawan
Delhi Gate",282002,"0562 2855080, 0562 4004644",9319136644,N/A,N/A,samarpanbloodbank@yahoo.in,http://samarpansamiti.org/
2392,"District Hospital Blood Bank","Uttar Pradesh",AGRA,Agra,"MG Road, Chhipitola, Rakabganj, Agra
",282001,"0562 2463043",0,N/A,N/A,,http://www.sbtcup.org
2393,"S.N. Medical College","Uttar Pradesh",AGRA,Agra,Meerut,282002,"05622 260353",0,N/A,N/A,,http://www.snmcagra.in/
2394,"Agra City Blood Bank","Uttar Pradesh",AGRA,Agra,"71, M.G. Road, Opposite to  Subhash Park",282010,"0562 2262122",9837081000,N/A,"0562 2462655",N/A,
2395,"Goyal Jan Suvidha Charitable Blood Bank","Uttar Pradesh",AGRA,Agra,"Sanjay Place",282002,"0562 3255164",0,N/A,N/A,,http://www.nhp.gov.in/blood_bank/detail/2664
2396,"Life Line Charitable Blood Bank","Uttar Pradesh",AGRA,Agra,"156 A, Gulab Rai Marg, Delhi Gate",282002,9997031902,9897766466,N/A,N/A,,http://www.lifelineagra.com
2397,"Pushpanjali Hospital and Research Centre Private limited","Uttar Pradesh",AGRA,Agra,"Delhi Gate",282002,"0562 4024000",9411689343,N/A,N/A,N/A,
2398,"Sanjeevani Charitable Blood Bank ","Uttar Pradesh",AGRA,Agra,"A Unit of Sanjeevani Charitable Trust, 2/42A, Ramnagar Colony, Church Road",282002,"0562 2858573",0,N/A,N/A,,
2399,"Lions Agra Mahan Charitable Blood Bank (Suspande)","Uttar Pradesh",AGRA,Agra,"35/76, Mughal Road, Kamla Nagar",282001,N/A,8800798445,N/A,N/A,,
2400," Lokhitam Blood Bank","Uttar Pradesh",AGRA,Agra,"D-520, Kamla Nagar",282005,"0562 3276700, 0562 22883111",8439099789,N/A,N/A,lokhitam@rediffmail.com,
2401,"G.R. Hospital and Research Centre Private limited","Uttar Pradesh",AGRA,Agra,"Near Bhole Baba Dairy, Barauli Ahir, Shamsabad Road",282001,9027111947,9837013476,9027111947,N/A,grbloodbank2012@gmail.com,
2402,"Pushpa Maa Samaj Charitable Blood bank","Uttar Pradesh",AGRA,Agra,"1st Floor, Gihar Complex, Khandari, X-ing, NH - 2,",282005,"0562 6451121",9410831376,N/A,N/A,pushpamaa615@gmail.com,
2403,"Sri Jagdamba Charitable Blood Bank and Component","Uttar Pradesh",AGRA,Agra,"D-101, Phase-2, Trans Yamuna Colony,",282006,"0562 6541977, 0562 3259291",0,N/A,N/A,,
2404,"Manav Seva Charitable Blood Bank","Uttar Pradesh",AGRA,Agra,"5/75, Old Mathura Road, Madiya Kayra",277207,7500809089,7500809089,N/A,N/A,N/A,
2405,"Moolchand Medicity Blood Bank","Uttar Pradesh",AGRA,Agra,"Khasra No. 643, Artoni, Delhi Tathura Road, NH-2,",0,,0,,,,
2406,"Amrit Charitable Blood Bank","Uttar Pradesh",AGRA,Agra,"3, Jamuna Complex, 100 Futa X-Ing, Shamshabad Road",0,,7351002664,,,,
2407,"Om Charitable Blood Bank ","Uttar Pradesh",AGRA,Agra,"31/1C/A, Raja Ram Ki Bagiya, Rajapur Chungi, Saheed Nagar",0,,9536362182,,,,
2408,"Malkhan Singh, District Hospital Blood Bank","Uttar Pradesh",ALIGARH,Aligarh,"Rasalganj Road, City, Aligarh",202001,"0571 2523338",8750472409,N/A,N/A,N/A,
2409,"Har Prasad Blood Bank","Uttar Pradesh",ALIGARH,Aligarh,Badaun,124001,"0571 2405420",9839109234,N/A,N/A,,
2410,"J.N. Medical College Blood Bank","Uttar Pradesh",ALIGARH,Aligarh,"AMU Aligarh
",202001,"0571 2720016, 0571 2721113, 0571 2720014",9897406711,N/A,N/A,N/A,
2411,"Dev Hospital Blood Bank","Uttar Pradesh",ALIGARH,Aligarh,"18/205, Sarai Khirni, Agra Road",204101,"0571 2410061",0,N/A,N/A,,
2412,"Jeevan Jyoti Blood Bank","Uttar Pradesh",ALIGARH,Aligarh," A Unit of Jeevan Jyoti Hospital, Soot Mill Crossing, G.T. Road",202001,"0571 2400515",8864908084,N/A,N/A,bloodbankjeevanjyoti2011@gmail.com,
2413,"Jeevan Sanjeevan Blood Bank, Jeevan Hospital","Uttar Pradesh",ALIGARH,Aligarh,"2/151, Bela marg, Vishnupuri",202001,"0571 2506162",0,N/A,N/A,,
2414,"Life Care Charibable Blood Bank","Uttar Pradesh",ALIGARH,Aligarh,"Basement Narayani Hospital, Atroli Bus Stand, Ramghat Road",202001,9927762424,9758444999,,,lifecarecharitablesociety11@gmail.com,
2415,"Shanti Nursing Home Blood Bank","Uttar Pradesh",ALIGARH,Aligarh,"Shanti Nursing Home, Complex, Ramghat Road",0,0571-2742300,89585,,,,
2416,"S.R.N. Hospital, M.L. N. Medical College","Uttar Pradesh",ALLAHABAD,Allahabad,"Hanuman Mandir, Swarooprani Hospital, North Malaka",211001,"0532 2256507",9415214308,9956255530,N/A,N/A,
2417,"Military Hospital Blood Bank","Uttar Pradesh",ALLAHABAD,Allahabad,Mahoba,211001,N/A,0,N/A,N/A,,
2418,"Moti Lal Nehru District Hospital Blood Bank","Uttar Pradesh",ALLAHABAD,Allahabad,"12 Dr. Katjoo Road, Allahabad Near Railway Station
",0,"0532 2240031",9450073213,N/A,N/A,N/A,
2419,"S.M. Medicare Private Limited Blood Bank","Uttar Pradesh",ALLAHABAD,Allahabad," 146, Karnal Ganj",0,"0532 2461665",0,N/A,N/A,,
2420,"AMA (Allahabad Medical Association) Blood Bank","Uttar Pradesh",ALLAHABAD,Allahabad,"Stanely Road, Allahabad
",211002,"0532 2266513",0,N/A,N/A,N/A,
2421,"Tejbahadur Sapru Hospital Blood Bank","Uttar Pradesh",ALLAHABAD,Allahabad,"Stanley Road",0,"0532 2267687",9415205828,N/A,N/A,N/A,
2422,"Mahamaya Rajkiya Allopathic Medical College","Uttar Pradesh","AMBEDKAR NAGAR","Ambedkar Nagar","Mahamaya Rajkiya Allopathic Medical College, Saddarpur Tanda 
",224190,"05273 213000",9818789357,N/A,N/A,bb.gmcambedkarnagar@gmail.com,
2423,"Jyotibaphule Combined District Hospital Blood Bank","Uttar Pradesh","AMBEDKAR NAGAR","Ambedkar Nagar",,224122,N/A,0,N/A,N/A,,
2424,"Venkateshwara Institute of Medical Sciences Blood Bank","Uttar Pradesh",AMROHA,Amroha," Run by Shri Bankey Bihari Educational and Welfare Trust, NH-24, Rajabpur, Gajraula",0,N/A,9837041039,N/A,N/A,,
2425,"District Combined Hospital Blood Bank","Uttar Pradesh",AMROHA,"Jyotiba Phule Nagar",,0,"0592 2253065",7500612345,N/A,N/A,,
2426,"District Hospital Blood Bank","Uttar Pradesh",AURAIYA,Auriya,,0,"0583 242239",0,N/A,N/A,,
2427,"Govt. Medical College & Super Facility Hospital Azamgarh","Uttar Pradesh",AZAMGARH," Azamgarh","First Floor, Campus Of Govt. Medical College",0,,9450334293,,,,
2428,"District Hospital Blood Bank","Uttar Pradesh",AZAMGARH,Azamgarh,"District Hospital Blood Bank, Azamgarh
",276001,"05462 265172",9415648771,N/A,N/A,N/A,
2429,"Maha Mritunijaya Hospital Lord Budha Medical College Blood Bank","Uttar Pradesh",AZAMGARH,Azamgarh,,0,"05462 245777",0,N/A,N/A,,
2430,"District Combined Hospital Blood Bank","Uttar Pradesh",BAGHPAT,Baghpat,"Bhajan Vihar, Baghpat",250609,,0,N/A,N/A,,
2431,"M/s Astha Blood Bank and Components, Astha Multispeciality Hospital","Uttar Pradesh",BAGHPAT,Barut,"near P.N. Sharma Park, Delhi Road",0,N/A,9690261262,N/A,N/A,,
2432,"District Hospital Blood Bank","Uttar Pradesh",BAHRAICH,Bahraich,"Friganj, Bahraich",271801,"05252 237265",9990552920,N/A,N/A,,
2433,"District Hospital Blood Bank","Uttar Pradesh",BALLIA,Ballia,"District Hospital Blood Bank
",277001,N/A,8382957867,N/A,N/A,N/A,
2434,"Combined District Hospital Blood Bank","Uttar Pradesh",BALRAMPUR,Balrampur,"Combined District Hospital, Balrampur
",271201,"05263 235776",9450110947,N/A,N/A,N/A,
2435,"District Hospital Blood Bank","Uttar Pradesh",BANDA,Banda,"District Hospital, Banda
",210001,"05192 220415",9450022562,N/A,N/A,N/A,
2436,"District Hospital Blood Bank","Uttar Pradesh",BARABANKI,Barabanki,"District Hospital, Barabanki",222501,"05248 228580",9839147027,N/A,N/A,N/A,
2437,"Hind Institute of Medical Sciences","Uttar Pradesh",BARABANKI,Barabanki,"Near Minar Canal, Safedabad-Faizabad Road",225003,"05248 221399",7309036038,N/A,N/A,,
2438,"Mayo Institute of Medical Sciences Blood Bank","Uttar Pradesh",BARABANKI,Barabanki,"Run by Bodhisatva Charitable Trust, Faizabad Road, Gadia aizabad Road, Gadia, Barabanki, Dharsani",225001,"05248 229696, 05248 229595",0,N/A,N/A,N/A,
2439,"Military Hospital Blood Bank","Uttar Pradesh",BAREILLY,Bareilly,Hamirpur,243001,"0581 2403584",0,N/A,N/A,,
2440,"District Hospital Blood Bank","Uttar Pradesh",BAREILLY,Bareilly,"Civil Lines, Bareilly, Uttar Pradesh
",243003,"0581 2550009",9412377198,N/A,N/A,N/A,
2441,"Ganga Sheel Charitable Trust Blood Bank","Uttar Pradesh",BAREILLY,Bareilly," A-3, Rampur Garden",243001,"0581 2510083, 0581 2510140",9219413775,N/A,N/A,N/A,
2442,"Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank","Uttar Pradesh",BAREILLY,Bareilly,"Bareilly - Nainital Road, Bhojipura, Bareilly, Uttar Pradesh",243202,"0581 2582014-25",0,"0581 2882000",0581-2582030,drmilam@srmsims.ac.in,http://www.srms.ac.in
2443,"Keshav Madho Blood Bank and Pathology","Uttar Pradesh",BAREILLY,Bareilly,,0,"0581 2540318",0,N/A,N/A,,
2444,"Ruhelkhand Medical College and Hospital Blood Bank","Uttar Pradesh",BAREILLY,Bareilly,"Pilibhit By Pass Road",243006,"0581 2526011, 0581 2526012",0,N/A,N/A,N/A,
2445,"Clara Swain Mission Hospital Blood Bank","Uttar Pradesh",BAREILLY,Bareilly,"Civil Lines, Bareilly",243001,"0581 2500000",9415375744,N/A,N/A,,
2446,"IMA Blood Bank","Uttar Pradesh",BAREILLY,Bareilly,"IMA Bhawan, 110, Civil Lines",243001,"0581 2422900",0,N/A,N/A,,
2447,"IMA Blood Bank","Uttar Pradesh",BAREILLY,Bareilly,"Run by Indian Medical Association, Civil Lines",243001,N/A,0,N/A,N/A,,
2448,"Rajshree Medical Research Institute","Uttar Pradesh",BAREILLY,Bareilly,"21 Km Near Toll Plaza, Rampur Road Bareilly",243501,8192000281,8192000283,,,,
2449,"District Hospital Blood Bank","Uttar Pradesh",BASTI,Basti,Bhinga,272002,"05542 283273",9415133713,N/A,N/A,,
2450,"M/s Sewa Blood Bank","Uttar Pradesh",BASTI,Basti,"R.K. Puram, Near Kotwali",272002,5542209030,9415332416,N/A,N/A,sewabloodbank8@gmail.com,
2451,"OPEC Hospital Blood Bank","Uttar Pradesh",BASTI,Basti,"OPEC Hospital, Basti
",272002,"05542 283021",9415375744,N/A,N/A,N/A,
